object,color,seed,prompt,path,object_correct,color_correct,annotator
shoe,pink,4,a photo of a pink shoe,shoe/pink/seed_0004.png,1,1,Teste
shoe,pink,13,a photo of a pink shoe,shoe/pink/seed_0013.png,1,1,Teste
shoe,pink,5,a photo of a pink shoe,shoe/pink/seed_0005.png,1,1,Teste
shoe,purple,8,a photo of a purple shoe,shoe/purple/seed_0008.png,1,1,Teste
shoe,purple,14,a photo of a purple shoe,shoe/purple/seed_0014.png,1,1,Teste
shoe,purple,7,a photo of a purple shoe,shoe/purple/seed_0007.png,1,1,Teste
shoe,red,27,a photo of a red shoe,shoe/red/seed_0027.png,1,1,Teste
shoe,red,29,a photo of a red shoe,shoe/red/seed_0029.png,1,1,Teste
shoe,red,2,a photo of a red shoe,shoe/red/seed_0002.png,1,1,Teste
shoe,white,14,a photo of a white shoe,shoe/white/seed_0014.png,1,1,Teste
shoe,white,25,a photo of a white shoe,shoe/white/seed_0025.png,1,1,Teste
shoe,white,27,a photo of a white shoe,shoe/white/seed_0027.png,1,1,Teste
shoe,yellow,27,a photo of a yellow shoe,shoe/yellow/seed_0027.png,1,1,Teste
shoe,yellow,17,a photo of a yellow shoe,shoe/yellow/seed_0017.png,1,1,Teste
shoe,yellow,3,a photo of a yellow shoe,shoe/yellow/seed_0003.png,1,1,Teste
