object,target_color,source_path,source_original_color,augment_seed,stage,reason,vlm_object_predicted,vlm_color_predicted
polar bear,green,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42735232,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42844507,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_001.png,white,42197523,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42496234,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42044978,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42343689,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_001.png,white,42696708,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42995419,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42943443,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42842874,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_001.png,white,42790898,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42494601,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42442625,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42937064,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_001.png,white,42640767,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42588791,segmentation,no detection,,
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42941810,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42436246,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_001.png,white,42139949,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42087973,vlm,object:unmatched color:white,unmatched,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42386684,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42935431,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_001.png,white,42234139,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42587158,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42885869,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42434613,vlm,color:brown,polar bear,brown
polar bear,pink,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42892123,vlm,color:white,polar bear,white
polar bear,pink,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42485495,vlm,color:white,polar bear,white
polar bear,pink,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42984680,vlm,color:white,polar bear,white
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_003.png,green,42566224,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_004.png,green,42919243,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_007.png,green,42413679,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_010.png,green,42766698,vlm,object:unmatched color:brown,unmatched,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_011.png,green,42065406,vlm,object:unmatched color:brown,unmatched,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_013.png,green,42013430,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/black/cand_011.png,black,42912864,vlm,color:black,chalkboard,black
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/black/cand_017.png,black,42860888,vlm,color:black,chalkboard,black
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_015.png,green,42564591,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_017.png,green,42512615,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_003.png,green,42412046,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_004.png,green,42710757,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_007.png,green,42658781,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_010.png,green,42011797,vlm,object:unmatched color:brown,unmatched,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_011.png,green,42310508,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_013.png,green,42209939,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/black/cand_011.png,black,42157963,vlm,color:black,chalkboard,black
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/black/cand_017.png,black,42510982,vlm,color:black,chalkboard,black
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_015.png,green,42809693,vlm,color:green,chalkboard,green
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_017.png,green,42304129,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_003.png,green,42657148,vlm,object:unmatched color:brown,unmatched,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_004.png,green,42955859,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_007.png,green,42308875,vlm,color:brown,chalkboard,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_010.png,green,42803314,vlm,object:unmatched color:brown,unmatched,brown
chalkboard,orange,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_011.png,green,42102022,vlm,color:brown,chalkboard,brown
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_004.png,green,42731589,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_007.png,green,42875341,vlm,color:green,chalkboard,green
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_010.png,green,42579044,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_011.png,green,42527068,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_013.png,green,42230771,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/black/cand_011.png,black,42725210,vlm,object:unmatched color:black,unmatched,black
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/black/cand_017.png,black,42078226,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_015.png,green,42026250,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_017.png,green,42324961,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_004.png,green,42172416,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_007.png,green,42876122,vlm,color:green,chalkboard,green
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_010.png,green,42824146,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_011.png,green,42177162,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_013.png,green,42671601,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/black/cand_011.png,black,42970312,vlm,object:unmatched color:black,unmatched,black
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/black/cand_017.png,black,42323328,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_015.png,green,42622039,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_017.png,green,42170783,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_003.png,green,42469494,vlm,color:green,chalkboard,green
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_004.png,green,42822513,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_007.png,green,42121221,vlm,color:green,chalkboard,green
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_010.png,green,42615660,vlm,object:unmatched,unmatched,white
chalkboard,white,/content/drive/MyDrive/binding-research/finetuning/canonical_extra_candidates/chalkboard/green/cand_011.png,green,42968679,vlm,object:unmatched,unmatched,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42737224,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42035932,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42388951,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42587093,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42535117,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42888136,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42681283,vlm,object:unmatched color:white,unmatched,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42034299,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_000.png,white,42333010,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42180465,vlm,object:unmatched,unmatched,orange
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42479176,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42679650,vlm,color:white,polar bear,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42978361,vlm,color:brown,polar bear,brown
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_002.png,white,42124524,vlm,object:unmatched color:white,unmatched,white
polar bear,orange,/content/drive/MyDrive/binding-research/finetuning/control_candidates/polar_bear/white/cand_003.png,white,42477543,vlm,color:white,polar bear,white
